time,SACZ_ind
971,-0.5194436082608864
972,-0.6251004940063594
973,-0.6454122862710041
974,-0.710937926665751
975,-0.5595584938402907
976,-0.4631503302485561
977,-0.3494635117218795
978,-0.2930060414661152
979,-0.4251319863696068
980,-0.5733614328136243
981,-0.7307548006905269
982,-0.7309069074919607
983,-0.8514271835881762
984,-0.907056784665996
985,-0.9852034901277131
986,-0.9541209958426823
987,-0.9835182284827216
988,-1.068956291329094
989,-1.0258572111211133
990,-0.9795315110822045
991,-1.0722331270290129
992,-1.2019668409725641
993,-1.163244832280618
994,-1.1300076976734357
995,-1.3713087508953017
996,-1.4679518023368776
997,-1.525252824650789
998,-1.5040996889505869
999,-1.5137583900279257
1000,-1.5213050404464805
1001,-1.423901981137512
1002,-1.3579475010499502
1003,-1.3160133261569813
1004,-1.414599717046445
1005,-1.5203660409456106
1006,-1.6499616357669848
1007,-1.4432621227304336
1008,-1.6803616694459826
1009,-1.7603493965806531
1010,-1.7041413166233677
1011,-1.7001583327827015
1012,-1.6861792555059512
1013,-1.5016144546156567
1014,-1.3060920168014576
1015,-1.6553014723547288
1016,-1.49555184277606
1017,-1.4425399815427555
1018,-1.4839018419644368
1019,-1.3555493113219383
1020,-1.3289313969769485
1021,-1.2968791783277922
1022,-1.2328413622605194
1023,-1.1447954314267843
1024,-1.0974109451496412
1025,-1.134194313414695
1026,-1.219516853974794
1027,-1.3982043680322302
1028,-1.528537468132654
1029,-1.5725547493411374
1030,-1.6982299422849974
1031,-1.6950106389993214
1032,-1.6142706379889407
1033,-1.6740192881794935
1034,-1.7155396573473767
1035,-1.669027772266379
1036,-1.4324531305704304
1037,-1.1910079105977718
1038,-1.1500804276302694
1039,-1.0399671257669028
1040,-1.0060325926864762
1041,-1.0483492607880671
1042,-0.9587089372727345
1043,-0.8793996452266819
1044,-0.8620344200740055
1045,-0.8270544276139542
1046,-0.859766024947676
1047,-0.665820292239538
1048,-0.49161081747152685
1049,-0.6218614253348118
1050,-0.518498187829421
1051,-0.14651751869972518
1052,0.004177138139742
1053,-0.03160565263834862
1054,0.061979343645091375
1055,0.13394272031356297
1056,0.15700524606881888
1057,0.14353164549399286
1058,-0.24663187714320756
1059,-0.3780563719377459
1060,-0.3201373502077552
1061,-0.12278498415053846
1062,-0.10681462819036802
1063,-0.20472203925573357
1064,-0.3023432368630665
1065,-0.56669000505627
1066,-0.5247170809267117
1067,-0.5559612276332164
1068,-0.5250783259790125
1069,-0.5244650574084295
1070,-0.3378043722023124
1071,-0.14868875184821972
1072,-0.1361770996267357
1073,-0.20945845916277162
1074,-0.04102029997892685
1075,-0.018005049290322483
1076,-0.025094523535520382
1077,0.1118945403951326
1078,0.05114858348877743
1079,-0.0047581387807437425
1080,0.1580485213239628
1081,-0.050366032809847056
1082,-0.0935821796475817
1083,-0.009542402286340162
1084,-0.14235641743635846
1085,-0.14308416231021548
1086,-0.22271289717225506
1087,-0.22022731688667246
1088,-0.18753723288531746
1089,-0.14532026111207674
1090,-0.11418177642196517
1091,-0.2534466551860317
1092,-0.15223507065536765
1093,-0.050831682788267954
1094,-0.016551815573523483
1095,-0.36632444709933054
1096,-0.20796657772766422
1097,0.08465130336315704
1098,0.09279891318664843
1099,0.18842205720490937
1100,0.37067299677237653
1101,0.4986889652387532
1102,0.45319873547195144
1103,0.19123838873861193
1104,0.21125992892548093
1105,0.3797533976909733
1106,0.4109070110157578
1107,0.6301351189758678
1108,0.6957804761087245
1109,0.6729740735620244
1110,0.7481268674114196
1111,0.9686216179834545
1112,1.253308348043284
1113,1.4146633303029927
1114,1.2520003635097439
1115,1.0984756560944713
1116,0.9519505672278841
1117,0.9886852983823767
1118,1.1997625461663184
1119,0.9967581654125683
1120,0.9750374477083859
1121,1.2502342881874493
1122,1.3383642780700844
1123,1.3671843466958649
1124,1.324845067958341
1125,1.2528993042528307
1126,1.5683296743869006
1127,1.5892361529887755
1128,1.5353482658822886
1129,1.2624239181801493
1130,1.2851106211206857
1131,1.2930733978015363
1132,1.1770976457693623
1133,1.3047937422913434
1134,1.440833822811762
1135,1.4450999915770075
1136,1.3214909644655046
1137,1.3899539424610965
1138,1.293297978420708
1139,1.2927584106568584
1140,1.1352093026761287
1141,1.1666174714018251
1142,1.2476046677210904
1143,1.2193766017200107
1144,1.3567024576637314
1145,1.5067522263581852
1146,1.5727527123965248
1147,1.5159104388400273
1148,1.5221145510935812
1149,1.7065614418947241
1150,1.183911440857259
1151,1.2700592960896897
1152,1.308585552460165
1153,1.3224097746099934
1154,1.2895376902739297
1155,1.3159108595436053
1156,1.302544774193803
1157,1.3187594668742006
1158,1.350531492020464
1159,1.331997782293468
1160,1.3017499922733378
1161,1.2199208337621577
1162,1.3237510812606996
1163,1.2679203736714428
1164,1.1086349571999794
1165,0.9446010796072799
1166,0.6786478829053924
1167,0.4961510622939176
1168,0.360895556526546
1169,0.323759723811817
1170,0.3733094656248373
1171,0.5215243040256471
1172,0.7596937936433115
1173,1.0185455244694108
1174,1.0074210577717406
1175,1.107495117378292
1176,1.3036590551791047
1177,1.434864658245539
1178,1.407274295833278
1179,1.3730764753481688
1180,1.351752825502266
1181,1.480495036486802
1182,1.395371165842187
1183,1.6541281528880305
1184,1.6510348234370018
1185,1.6852544251012918
1186,1.6354980044822054
1187,1.435963519497769
1188,1.2591561037087708
1189,0.8822488063965078
1190,0.581859139186679
1191,0.4289595775745615
1192,0.18410450696252603
1193,-0.08229189327998368
1194,-0.24679377394769422
1195,-0.102622689818968
1196,-0.03736836583565352
1197,-0.02892031159354822
1198,-0.01676798394394169
1199,-0.09392499900173035
1200,0.0684957756991931
1201,0.17096877466006488
1202,0.1910157474319899
1203,0.08522016519464454
1204,0.2484432402131716
1205,0.3770089690834415
1206,0.22095145883010417
1207,-0.14153053815883904
1208,-0.41634815508575285
1209,-0.47799535481971855
1210,-0.6277160282264704
1211,-0.5240553333773775
1212,-0.7414729490580031
1213,-0.7807657007925561
1214,-0.6202895182581553
1215,-0.0920257624784985
1216,0.033035601109470764
1217,-0.08622398040342141
1218,-0.06457472538207501
1219,-0.024477031865303887
1220,0.20986379647564313
1221,0.4911052608282905
1222,0.3126023512940663
1223,0.07974515909060537
1224,0.26960733823946537
1225,0.4989353994147344
1226,0.7707678913039633
1227,0.8569244759195457
1228,0.6732879280370958
1229,0.8544237132098788
1230,0.9967166913389307
1231,0.6964654028883503
1232,0.3154911783546931
1233,-0.03954537987874847
1234,-0.06888908437329486
1235,0.24497986567406035
1236,0.25878035152667705
1237,0.22189554740467146
1238,0.1913356466480412
1239,0.28515754681974664
1240,-0.06018461730041137
1241,0.004928840455823501
1242,0.023731888449499333
1243,0.06288202694707729
1244,0.1953708459584516
1245,0.008240279519496154
1246,-0.02157139594892699
1247,-0.15855465082365083
1248,-0.3760971299253009
1249,-0.29943990726794034
1250,-0.5754646160597521
1251,-0.7641174924977772
1252,-0.8623634300636795
1253,-0.8149654286763304
1254,-0.5012290141416809
1255,-0.5471636700533151
1256,-0.2847772099781668
1257,0.04323892206022082
1258,0.6528494563844138
1259,0.5230134052825919
1260,0.36788242686209915
1261,0.5743130718358571
1262,0.5945512444432965
1263,0.2345316551463994
1264,0.07198519578305666
1265,-0.10228373073555613
1266,-0.1771230185653407
1267,-0.2878687461894381
1268,0.004342974836253476
1269,0.11802865467863488
1270,-0.13765920374452867
1271,-0.013837599222535437
1272,0.02998421599458663
1273,0.2413543210456383
1274,0.11756283950411617
1275,0.33346685811122945
1276,0.20279755199833988
1277,-0.032422404443244734
1278,-0.05257502930007277
1279,0.26402113953325745
1280,0.4756403368708862
1281,0.3956817672901165
1282,0.5986781505454545
1283,0.5362831503532893
1284,0.7000514629887991
1285,0.7935688889777273
1286,0.8783528964040852
1287,0.948359006584959
1288,0.9182878549871666
1289,0.9713016037112552
1290,0.8690924779258692
1291,0.9066036712880103
1292,1.3018675799912387
1293,1.4618544900705623
1294,1.048348710853328
1295,0.601896061813638
1296,1.0816887455261295
1297,1.2255074551298555
1298,0.9697571559971062
1299,0.9314610230112026
1300,1.0763997447512228
1301,1.214289193569222
1302,1.3926339136149806
1303,1.5575046492765068
1304,1.5310571678546456
1305,1.495056435504452
1306,1.275080390546889
1307,0.9394295874213048
1308,0.9111817011305527
1309,0.71127925636708
1310,1.232363566742386
1311,1.297067298718355
1312,1.3830315430137363
1313,1.8573182642684718
1314,1.5080419149200712
1315,1.204170659110631
1316,1.051945679537226
1317,1.0699152672573748
1318,1.4336420385726658
1319,1.703711500901745
1320,1.5799098394584048
1321,1.59413829054081
1322,1.5378656337413612
1323,1.4991798455428844
1324,1.8531563456981086
1325,1.82750777704894
1326,2.234828620540785
1327,2.4538155079495514
1328,2.484590682625269
1329,2.201424797294959
1330,2.047263146667174
1331,2.170228683117121
1332,1.9161526738289338
1333,1.85507457091958
1334,1.9241229749680309
1335,1.7645131654719806
1336,2.0354993630778084
1337,1.5728098153121408
1338,1.7033783976977186
1339,1.6829983092047214
1340,1.4918256945765025
1341,1.0201728095273301
1342,1.314982289096783
1343,1.3583229709305606
1344,1.0660959470193019
1345,1.2078272653453543
1346,1.0287486627253846
1347,0.5912828329118871
1348,0.5756592895190034
1349,0.44502763213540564
1350,0.2656775881171234
1351,0.27166042724678263
1352,-0.04022848313142152
1353,-0.36170587196947407
1354,-0.18340023968190738
1355,-0.6932718420152268
1356,-0.7331276759702385
1357,-0.42286715042245915
1358,-0.4948701721745845
1359,-0.3704349056190103
1360,-0.34372547770772754
1361,-0.2665073714504133
1362,-0.011852072887031329
1363,0.39640844096293304
1364,0.4982100548908597
1365,0.7264741120127255
1366,0.3825640837990476
1367,0.39043260691076237
1368,0.692487713502213
1369,0.6670682454811533
1370,0.47777501128356026
1371,0.46289791568955163
1372,0.14190955093971533
1373,-0.1899883833325982
1374,-0.3892276782871459
1375,-0.36455781677226673
1376,-0.6182881428795992
1377,-0.7959348235792887
1378,-0.7797876334777485
1379,-0.6888552705947057
1380,-0.5457180443613053
1381,-0.2199184867356802
1382,-0.24738362410839765
1383,-0.2369638887167012
1384,0.09288660301070256
1385,0.019960420845793282
1386,0.121940267688665
1387,0.24529958131249313
1388,-0.01148508482696519
1389,0.11874823541792089
1390,0.48518659108433515
1391,0.3386117725811273
1392,0.6061812528267055
1393,0.6070593786774026
1394,0.5220077779585564
1395,0.3136583050328942
1396,-0.0201711245506595
1397,-0.2125195447233234
1398,-0.3163875738858779
1399,0.03177906441333282
1400,0.238295265411058
1401,0.4669732404544801
1402,0.4955322630408995
1403,0.36013868798918447
1404,0.008564661891412657
1405,-0.23283453126245168
1406,-0.043885361769997404
1407,0.2254414409608581
1408,0.28765622995404966
1409,0.5125880188430533
1410,0.7322055578053861
1411,1.0009535410843546
1412,1.0110106261562941
1413,1.127063368135944
1414,1.0930458396578295
1415,0.9109919319617862
1416,0.8581285545779067
1417,0.7017071665888206
1418,0.7542582551850772
1419,0.9449488209127859
1420,1.2519138341287726
1421,1.6049371456457069
1422,1.6667771294787188
1423,1.7494982979907314
1424,1.7807099550976666
1425,1.9836942647896278
1426,2.1413087936163695
1427,2.0279841626503536
1428,2.0037496968729123
1429,1.5724206853236653
1430,0.9386562815918258
1431,0.7012408629526725
1432,0.434896163018338
1433,0.4500384516840247
1434,0.5319775272666409
1435,0.5786593694397553
1436,0.6178667703514855
1437,0.5634507185812547
1438,0.20480575897006406
1439,0.30705908097817514
1440,0.42373031769927505
1441,0.10360622982595084
1442,0.3178139653147253
1443,0.7383013348431431
1444,0.6830239785864058
1445,0.6961959355749368
1446,0.8423023680385866
1447,0.9151566198295445
1448,0.8075336323902691
1449,0.7071556239427086
1450,0.5685105509916171
1451,0.5100779355483436
1452,0.31301984103027175
1453,0.012731747665985598
1454,-0.058016816697193344
1455,-0.13693147804794925
1456,-0.0945234774915574
1457,-0.04274239598389653
1458,0.033869571447330105
1459,0.09462137805612905
1460,0.8093711544237795
1461,0.4882413832557541
1462,0.4912594896132983
1463,0.30070430460646075
1464,0.492155381305623
1465,0.3299589762428371
1466,0.36633192756739974
1467,0.5367112376896215
1468,0.5134809162663028
1469,0.4467551372875686
1470,0.5805361264593847
1471,0.6135309010850888
1472,0.37052645062070166
1473,0.24661387453432165
1474,-0.091994680582698
1475,-0.18399262960842894
1476,-0.2505335718441562
1477,-0.22383924895967866
1478,-0.31193536261467153
1479,-0.12987688158951471
1480,0.0035827224327559457
1481,-0.04791492615302122
1482,0.27214882059695344
1483,0.45871758250309846
1484,0.8432722846989736
1485,1.1611767666256305
1486,1.414988585536009
1487,1.6787343345837056
1488,1.8178391120073238
1489,1.7322264488577588
1490,1.7845769301929528
1491,1.8225772037631236
1492,1.9191409756657305
1493,1.7056574775409277
1494,1.5735601000556392
1495,1.2967621999416985
1496,1.1762483245956152
1497,1.1099679016360415
1498,0.9658379979433175
1499,1.1385306658346157
1500,1.2308212977324362
1501,1.0438197892134167
1502,1.0247702418842728
1503,1.2889361521441598
1504,1.6673349511262496
1505,1.965574471017486
1506,2.2936733200346615
1507,2.2519248618745142
1508,2.2865230295024985
1509,2.2070558575108397
1510,1.9702402856960062
1511,1.9340255027045266
1512,2.1044386240053985
1513,1.7843352908198824
1514,1.805342736328031
1515,1.7106578508801604
1516,1.6438019286698056
1517,1.4116588874879032
1518,1.2931211313577524
1519,1.2051964514976063
1520,1.5668738471654469
1521,1.6733010307332825
1522,1.6696166448376446
1523,1.5547966147462298
1524,1.732226836969659
1525,1.3571797045661866
1526,1.3959666939882442
1527,2.002039544465066
1528,2.262957024835062
1529,2.5671223885891266
1530,2.8196472346717703
1531,2.287665796127979
1532,2.0650815463664265
1533,1.8902431663364039
1534,1.6701884849050517
1535,1.019652984182907
1536,0.46330115891727314
1537,-0.05728346494263445
1538,0.0645965684751947
1539,0.38172744219552684
1540,0.22668358101751163
1541,0.540226293957882
1542,0.28755911533321465
1543,0.21892191841410252
1544,-0.14057697477673248
1545,0.11552029741053305
1546,0.0753027906005693
1547,-0.4434082855988466
1548,-0.7265437889344905
1549,-0.634752252558443
1550,-0.6221080807380139
1551,-0.9210854503045602
1552,-1.3612391327679019
1553,-1.2349455220362786
1554,-1.1432775683148342
1555,-0.9973786649763025
1556,-0.8463709969332256
1557,-1.2883891527121831
1558,-1.362844109010887
1559,-1.2979419172255113
1560,-0.9081962340736061
1561,-0.5417089544419249
1562,0.03441239962537651
1563,-0.03651995043038302
1564,-0.07311071280771876
1565,0.49758375999523696
1566,-0.2325818434892593
1567,-0.5842137001752377
1568,-0.11792511965667275
1569,0.28288900459613975
1570,-0.3081504869077441
1571,-0.2540288879927415
1572,0.05622125766680687
1573,-0.4100019181714607
1574,-0.7011047940712152
1575,-0.18642690678116058
1576,-0.240768656531881
1577,-0.6085560495104235
1578,-0.46291189448491843
1579,-0.48705222746080185
1580,-0.5476880519615601
1581,-0.4136177856383286
1582,-0.4202258735524471
1583,-0.2712622251003406
1584,-0.4079998137129339
1585,-0.12488955363135339
1586,-0.44345820664366853
1587,-0.38308209862222176
1588,-0.5636742820256044
1589,-0.5977723334865389
1590,-0.638102288026675
1591,-0.561579727528283
1592,-0.5058355513525613
1593,-0.6395412058078255
1594,-0.25213024055527367
1595,-0.07670378099849809
1596,0.0010429809685900042
1597,0.12815713254070804
1598,0.3457351667620625
1599,0.23019662593150686
1600,0.3883577366146769
1601,0.4548847258947144
1602,0.5049580313641066
1603,0.35015992366829096
1604,0.6550340499673987
1605,0.7036463051286169
1606,0.6335227831406174
1607,0.6016603761815695
1608,0.4430005556406824
1609,0.011968509879572427
1610,-0.583746006833262
1611,-0.03420523804691729
1612,0.8047321367923482
1613,1.3165270292976716
1614,0.34480193217040556
1615,-0.3855708716923014
1616,-0.7332917439815404
1617,-0.8278268910427681
1618,-0.726365462084882
1619,-0.6295887184308027
1620,-0.5036243591687785
1621,-0.8981313259788679
1622,-0.6481004753231605
1623,-0.3778846224483514
1624,-0.4214749465688251
1625,-0.5929882083570273
1626,-0.9239837037965647
1627,-0.8735967132486797
1628,-0.9060343110274438
1629,-1.069148470329841
1630,-0.813571263342969
1631,-0.5737155661952458
1632,-0.5912203578337845
1633,-0.4839541204669592
1634,-0.2482990449099663
1635,-0.9081857494895205
1636,-1.025644209052726
1637,-1.1768122102958292
1638,-0.7623300022233068
1639,-0.8510963279939407
1640,-0.7410671720321722
1641,-0.5100156509435332
1642,-0.6988405519751996
1643,-0.4078867032695409
1644,-0.5205717818014913
1645,-0.5187878781353588
1646,-0.3168537587354079
1647,-0.3640785052240745
1648,0.007511376346188703
1649,-0.04502238109952966
1650,0.30976181875523323
1651,0.05135336409098784
1652,-0.3660678426278145
1653,-0.5259581824026229
1654,-0.25417477379600384
1655,-0.12332238475731486
1656,-0.4865260957633888
1657,-0.48858956545000176
1658,-0.8594060960777722
1659,-1.2851397556271327
1660,-1.0496882839639325
1661,-1.7943067901896144
1662,-1.6309520488344194
1663,-1.7397730967661236
1664,-1.5098669309807873
1665,-1.0789856317516793
1666,-0.8324203984500486
1667,-0.34032058454007963
1668,-0.4322782924363465
1669,-0.1502307650835808
1670,-0.3353366490388738
1671,-0.2554499702279012
1672,-0.23383799189178345
1673,-0.37934410167172017
1674,-0.32720758068545
1675,-0.002035463999831012
1676,-0.04695887979449395
1677,-0.15873481738223738
1678,-0.3400470667640089
1679,-0.08552399580699253
1680,-0.16141417157833554
1681,-0.589224446427685
1682,-0.3093101295005732
1683,-0.2940757039339785
1684,-0.33948302985231255
1685,-0.4885818097424153
1686,-0.1261499803049692
1687,0.02380862470930594
1688,-0.14873828685888651
1689,-0.4705700753699654
1690,-0.006418798308618159
1691,-0.16904610049708235
1692,0.2252471890090078
1693,0.47490133991911476
1694,0.18490621427968099
1695,-0.06615614428505262
1696,-0.4056414220453016
1697,-0.6210331393180784
1698,-0.7925641502601637
1699,-0.9208555615869223
1700,-1.5673562565595585
1701,-1.5877538315910817
1702,-1.67673471681081
1703,-1.6755483253881855
1704,-1.522669707513391
1705,-1.5503543260318815
1706,-1.294744003020744
1707,-1.6118817099655443
1708,-1.0422721030276507
1709,-1.22083019074501
1710,-1.144149554894872
1711,-1.390355204096183
1712,-0.9636222570446533
1713,-1.1629656978001255
1714,-0.9493073506400467
1715,-1.0667613624190282
1716,-1.1687747149741283
1717,-1.31064219289122
1718,-1.2376284832183142
1719,-1.2090502453627185
1720,-1.0981490416625004
1721,-0.9334759238787274
1722,-0.6546806064685458
1723,-0.39857670597670997
1724,-1.2184318292583352
1725,-1.0256536085829393
1726,-0.8351524105301474
1727,-0.5611961074647952
1728,-0.14202367216784806
1729,-0.570849331557084
1730,-0.7804994961663649
1731,-1.0257318040431451
1732,-0.8926501232369526
1733,-1.1452470367534324
1734,-0.753243337019164
1735,-0.20838536780701367
1736,-0.2842786337270044
1737,-0.25937674625385154
1738,-0.23256118140168183
1739,-0.21162197856503104
1740,-0.019241564077697948
1741,-0.22766750172007355
1742,-0.18006807388030743
1743,-0.3203466549574858
1744,-0.22825163684498614
1745,-0.5079059159657338
1746,-0.3882493523054681
1747,-0.01077002405507205
1748,-0.07345964112366354
1749,-0.18995160172960696
1750,-0.4670991315254199
1751,-0.6898530471219868
1752,-0.6237631907382308
1753,-0.5780478187977619
1754,-0.6797946190032942
1755,-0.5913330439408997
1756,-0.7099716107770391
1757,-1.163571470456378
1758,-1.1509602142042152
1759,-1.0279023034461034
1760,-0.8818701744656232
1761,0.33851698304913114
1762,0.47446161680819077
1763,0.4337303047426751
1764,0.1844404696088096
1765,0.03431436040043889
1766,0.07031943348087308
1767,-0.20911961879058705
1768,-0.16397725532838967
1769,-0.08305332394709719
1770,-0.2919418122337163
1771,-0.5691078077343474
1772,-0.7570456110821573
1773,-0.8050765127780409
1774,-1.190154670977234
1775,-1.5681706681872152
1776,-1.5085474635049303
1777,-1.0360561756445825
1778,-0.9152255220079879
1779,-0.8687574741039629
1780,-0.2812327115166841
1781,-0.11148403429056167
1782,0.10086242065743717
1783,0.7159335184770137
1784,0.4503643852374536
1785,0.37574232999877843
1786,0.4192156957766382
1787,0.4685304556238057
1788,0.1797429602271035
1789,0.11166434492133967
1790,0.3165622658993691
1791,0.6955992762151514
1792,0.9902680182826931
1793,0.8217128168346108
1794,1.0218361357981727
1795,1.0873159210477432
1796,0.7160801157408924
1797,0.936831918775471
1798,0.7848237852642183
1799,0.9408880257952251
1800,0.5393656935052935
1801,0.6315333392246429
1802,0.7297795538293497
1803,0.18572537469381273
1804,0.08393439399633756
1805,-0.4414414532181983
1806,-0.8634873714197452
1807,-0.4654413955896667
1808,-0.30043907457496044
1809,-0.5917283623844348
1810,-1.1855536317624593
1811,-0.8170516000586467
1812,-1.1846318192902001
1813,-0.8358545479188636
1814,-1.12675342232249
1815,-0.9008719400472409
1816,-0.5562757078150072
1817,-0.29635640017134046
1818,-0.17368250185537382
1819,-0.5728845932941125
1820,0.027040349135862327
1821,0.29280327359479696
1822,0.5458707282543229
1823,0.6120784917414375
1824,0.7074617793891101
1825,0.9780539870041222
1826,0.568059537505001
1827,0.2692286929133191
1828,-0.18593882721077026
1829,-0.7564854211237706
1830,-0.824623682855669
1831,-0.9640781117627026
1832,-0.45750902587549674
1833,0.7325747733562108
1834,0.3986220944552537
1835,0.7445116319292338
1836,0.8796532683613135
1837,0.7549589638871739
1838,0.6101298018393205
1839,0.6168184712666798
1840,1.2738109247373761
1841,1.4193967988123397
1842,1.5065914426764158
1843,1.2869319740173966
1844,0.9106579293393189
1845,0.05554367796749493
1846,-0.40313943217737774
1847,-0.8722735725744017
1848,-0.8583902561905215
1849,-0.9406275973905727
