time,SASM_ind
850,1.0368791306207488
851,0.9172832209977574
852,0.7226528449003561
853,0.73656185850782
854,0.859232949227777
855,0.9986902654514562
856,0.979832841332782
857,1.0496254776312788
858,1.119259488910846
859,1.025353795592883
860,0.9219556901312143
861,0.7864580435528414
862,0.6814806330288883
863,0.9519347853526897
864,1.2687812568953323
865,1.3331941066089268
866,1.412167513371796
867,1.473684773678727
868,1.40395074542944
869,1.384188014767487
870,1.296568312021225
871,1.150984960173846
872,1.0741790517746725
873,1.1358406896150446
874,1.248257056310098
875,1.1565352693957547
876,1.0936042993687398
877,1.2833948412205518
878,1.395201930545682
879,1.2452671731197626
880,1.1293697336149755
881,0.9538857110023
882,0.9481769930575581
883,1.0659119913198234
884,0.9638824027988482
885,0.7738219179794209
886,0.7753683978362274
887,0.7750360624370228
888,0.7681532027851604
889,0.8904867626722923
890,0.9490787009783371
891,0.8309466769195664
892,0.6402045433536458
893,0.6660619893708545
894,0.8346084766779795
895,0.9534114231933157
896,0.9386154702589928
897,0.7512287484455654
898,0.7765907133190604
899,0.6551915408192981
900,0.6760638938410749
901,0.6526643226257012
902,0.4797420589845266
903,0.4137227773486578
904,0.41260579206050774
905,0.4603067641943792
906,0.4771405634257706
907,0.4564921807835664
908,0.4733444768443336
909,0.6878578608593494
910,0.8885112546577323
911,1.0650640329875758
912,1.2692307144648014
913,1.4055954864212925
914,1.6639897499218588
915,1.8372695568649697
916,1.9731628829642682
917,1.8364819136022021
918,1.460274259430653
919,1.3616968949918373
920,1.3766880903636816
921,1.2544610208000795
922,1.1612058644474106
923,1.163343459101554
924,1.2078700158986302
925,1.2446698210949365
926,1.284363714885337
927,1.2096247801373465
928,1.0700378811247941
929,1.2049301414246534
930,1.0097087222889403
931,1.028203360428173
932,1.10616819104542
933,1.1757288844699947
934,1.1231319055346
935,1.1461065936933534
936,1.3661541235200976
937,1.454746912626213
938,1.4696132801957447
939,1.4493757130386151
940,1.343648172588778
941,1.2479124300227258
942,1.2730858847801905
943,1.4637192931495067
944,1.6210793533965586
945,1.6211842051958463
946,1.6023654751214875
947,1.402618612026941
948,1.295624107100421
949,1.2527215433441246
950,1.1849622525127546
951,1.1509070303127955
952,1.3512904647274304
953,1.444855148048727
954,1.3252711226014315
955,1.2491661818921713
956,1.0945081473736982
957,0.9982832963219784
958,0.9207713916463498
959,1.0674377240354875
960,0.9008362652791144
961,0.5909838608373632
962,0.8849200533868926
963,1.1087012459614813
964,0.8646017906272401
965,1.056438793282628
966,1.4087730705145076
967,1.7167560680413518
968,1.7067879807392117
969,1.489058807151026
970,1.5528802615982107
971,1.6951018659345243
972,1.4250266600725197
973,1.030762916416784
974,0.7355468714609392
975,0.8841448575212046
976,0.779175824739562
977,0.9208538733992393
978,1.0428844277246156
979,1.0204644111337413
980,0.9787661996070869
981,0.9992851210218108
982,1.2176549613120844
983,0.9482398630405053
984,0.8676431526552618
985,0.8264380296700242
986,0.9062311174009392
987,0.8957229705677465
988,0.8375236831064596
989,0.9434533595121373
990,1.0494582973419568
991,1.0533096593539624
992,0.9094044353266793
993,0.8506451395846324
994,0.8896663582314891
995,0.7706425058305124
996,0.8991939591484929
997,1.1687189780973335
998,1.1529503868059208
999,1.1140408083963171
1000,1.0518014490918302
1001,1.0749840883553814
1002,1.1224727408146662
1003,1.1998113649612718
1004,1.1006774934170434
1005,1.2148371890321892
1006,1.2949118987243802
1007,0.9896718590774157
1008,0.8146319011509493
1009,0.6889932897913559
1010,0.5839380879984957
1011,0.6254447710922808
1012,0.6359580416698475
1013,0.9067116012508672
1014,1.1234186188695898
1015,0.88724929030114
1016,0.931816854055754
1017,0.8783519928085703
1018,0.7640556209405424
1019,0.7986722536403875
1020,0.8295735118987806
1021,1.008172328547504
1022,1.1222475199505633
1023,1.1671732976726377
1024,1.16472108539199
1025,1.105340058889282
1026,1.0842739649761124
1027,1.1589779937293212
1028,1.3361565824516792
1029,1.572031312346835
1030,1.6282191331690932
1031,1.587795307804493
1032,1.5184668983056944
1033,1.2922900605137075
1034,1.1248672464133227
1035,1.0209464585881198
1036,1.1830556654826836
1037,1.260314903026198
1038,1.1482230861028695
1039,1.1831868383077189
1040,1.1794813398991344
1041,1.0326649373700407
1042,1.0279553569792999
1043,1.113944883887746
1044,1.0935816673968635
1045,1.1317793102265816
1046,1.1172581283605763
1047,1.2145570342517127
1048,1.1987211859328453
1049,1.044778264870938
1050,0.9070804341447605
1051,0.8796927103539736
1052,0.7007733376393113
1053,0.5526145231204143
1054,0.5733726507068395
1055,0.6260188486700007
1056,0.6566224789765975
1057,0.7534459974190865
1058,0.5050952794417225
1059,0.5019577168851159
1060,0.4513299569849353
1061,0.5247944155604893
1062,0.683548404555655
1063,0.8035230211695137
1064,0.9300860598503411
1065,0.9157692304505007
1066,1.116109714301491
1067,1.0665615009661793
1068,1.03185666698541
1069,1.0045127249803762
1070,1.1594461661349391
1071,1.256748317154387
1072,1.1637178488257907
1073,1.0462360949703482
1074,1.1735324129089042
1075,1.1821804047374662
1076,1.060009666576185
1077,1.0301731295353176
1078,0.8741031474467149
1079,0.8294041279331408
1080,0.6902622925295117
1081,0.5508989948884737
1082,0.6586706973731786
1083,0.9200736792253037
1084,0.9231138012004259
1085,0.9762529148012938
1086,0.9935869995129492
1087,1.0777430565729247
1088,0.9510658060001003
1089,0.7836135787493567
1090,0.7123069529042407
1091,0.6341733421789106
1092,0.8701389728995734
1093,1.2019851210264334
1094,1.3791150598538144
1095,1.0837041494597859
1096,1.2580703286666357
1097,1.3141792828732424
1098,1.0418238482381823
1099,0.984063879335815
1100,0.956473896533427
1101,0.9532707563771308
1102,0.9848785375378988
1103,0.9639407185071891
1104,1.0998688904301341
1105,1.340201213311376
1106,1.3655912428801043
1107,1.3750281154637176
1108,1.346057192569074
1109,1.3536002029684584
1110,1.2906483402582798
1111,1.407623065369252
1112,1.538380202675823
1113,1.5894622819114266
1114,1.504656895995506
1115,1.410677078421204
1116,1.3232428643328213
1117,1.4108412143702416
1118,1.5790640449156301
1119,1.3997687394352676
1120,1.2583043753839562
1121,1.2323520859295702
1122,1.2516145123909315
1123,1.1687947761614481
1124,0.8991207178836087
1125,0.5074178489315725
1126,0.569447670878962
1127,0.5372576103496651
1128,0.6675426288498024
1129,0.6516643742408388
1130,0.816215131699265
1131,0.9429296635668938
1132,0.9037667132664735
1133,0.8896299574895797
1134,0.8889682196682642
1135,0.6760840387319085
1136,0.6147234690918377
1137,0.6275246042641021
1138,0.6011379583572589
1139,0.6323506832574988
1140,0.6314650603767624
1141,0.6729695725957661
1142,0.7359656161079189
1143,0.7835644149639441
1144,0.7031287746580326
1145,0.7101744342486422
1146,0.7845812106294804
1147,0.7655869085489923
1148,0.8062596733703123
1149,1.1330046857152762
1150,0.6101272927930886
1151,0.4383369818983033
1152,0.5484919197976372
1153,0.772196793799621
1154,0.7715885756676094
1155,0.7877591473927164
1156,0.9030768213272115
1157,0.6969564901657761
1158,0.4346511959213406
1159,0.05572562611055657
1160,-0.13562432866681934
1161,-0.15843665835308796
1162,0.07634491920362499
1163,0.1907625323911269
1164,0.30771794751801207
1165,0.12603431845607313
1166,-0.013658640340990189
1167,-0.0777813194545185
1168,-0.08401986601187707
1169,-0.1011112968408511
1170,-0.12272067170690136
1171,-0.05996247057956887
1172,0.1811853627404309
1173,0.5001056376931793
1174,0.4528232354827607
1175,0.3651875167840671
1176,0.14235955088556784
1177,-0.09139193878883575
1178,-0.2716905780269545
1179,-0.3767359279586955
1180,-0.3016305521026401
1181,-0.05450763208457519
1182,-0.06681355002787029
1183,0.04477898457916557
1184,-0.03823282967874868
1185,-0.11623691769553521
1186,0.044311556010223324
1187,-0.24062930884614253
1188,-0.02483308779741785
1189,-0.11105151374194458
1190,-0.14442140249534713
1191,0.033008416162552665
1192,-0.02953107307731795
1193,-0.24206126517741572
1194,-0.40270207157316973
1195,-0.38518817865133276
1196,-0.3178239824022843
1197,-0.015575326064169587
1198,0.004521014090646288
1199,-0.020564940843835935
1200,0.17123398399740372
1201,0.2258095390776913
1202,0.16918485938117367
1203,-0.04862157706970456
1204,0.05884759632279046
1205,0.3700173128753037
1206,0.42221625512756006
1207,0.4083340241389364
1208,0.3950297706657868
1209,0.43042427024644137
1210,0.5488276251528164
1211,0.9402185662277791
1212,0.788594092741324
1213,0.6061604609582613
1214,0.5024082981413256
1215,0.6671969014972194
1216,0.4918785451470716
1217,0.16961494284489786
1218,0.1292146514962192
1219,0.20904385769094502
1220,0.3907293450560566
1221,0.5882956283798981
1222,0.4318347627050102
1223,0.1822464416638243
1224,0.3044909824228734
1225,0.5940660467938812
1226,0.7739563720488953
1227,0.5570549550027556
1228,0.5229854480906327
1229,0.6542810290786573
1230,0.7844690212412089
1231,0.6551999868535632
1232,0.4605693562016001
1233,0.3747508996854255
1234,0.42772296383569436
1235,0.40797818532276825
1236,0.5331963031651865
1237,0.5658221568821747
1238,0.6736569612570713
1239,0.7855488213418185
1240,0.483691791738037
1241,0.4156178482844645
1242,0.5584983371284573
1243,0.5488368691545966
1244,0.8492025541904602
1245,0.931545014295219
1246,0.8824885239286686
1247,0.6362350242715507
1248,0.29508775622664307
1249,0.4442014458716166
1250,0.34387073305562543
1251,0.22159106476312837
1252,0.19181878685606507
1253,0.2977706825054336
1254,0.49054700304514154
1255,0.4783660760878016
1256,0.38183920589889775
1257,0.11640485276351224
1258,0.24420945974857558
1259,0.03361679691369779
1260,-0.07940026545646062
1261,0.0004194367582948587
1262,0.18440148947895096
1263,0.35036033208880946
1264,0.7468097160129366
1265,0.8385021585386954
1266,0.7009862377439915
1267,0.49023258516339935
1268,0.5642903781312995
1269,0.5109300334458478
1270,0.20843407316163506
1271,0.39210381079563517
1272,0.49390971804852823
1273,0.46616791863030094
1274,0.30509470107340275
